names_IUCN,names_phylo,names_elton,diff_IUCN_elton,diff_IUCN_phylo
Pteropus_dasymallus,Pteropus_dasymallus,Pteropus_dasymallus,,
Pteropus_faunulus,Pteropus_faunulus,Pteropus_faunulus,,
Pteropus_fundatus,Pteropus_fundatus,Pteropus_fundatus,,
Pteropus_giganteus,Pteropus_giganteus,Pteropus_giganteus,,
Pteropus_gilliardorum,Pteropus_gilliardorum,Pteropus_gilliardorum,,
Pteropus_griseus,Pteropus_griseus,Pteropus_griseus,,
Pteropus_howensis,Pteropus_howensis,Pteropus_howensis,,
Pteropus_hypomelanus,Pteropus_hypomelanus,Pteropus_hypomelanus,,
Pteropus_intermedius,Pteropus_intermedius,Pteropus_intermedius,,
Pteropus_keyensis,Pteropus_keyensis,Pteropus_keyensis,,
Pteropus_leucopterus,Desmalopex_leucopterus,Pteropus_leucopterus,,New genus
Pteropus_livingstonii,Pteropus_livingstonii,Pteropus_livingstonii,,
Pteropus_lombocensis,Pteropus_lombocensis,Pteropus_lombocensis,,
Pteropus_loochoensis,Pteropus_loochoensis,Pteropus_loochoensis,,
Pteropus_lylei,Pteropus_lylei,Pteropus_lylei,,
Pteropus_macrotis,Pteropus_macrotis,Pteropus_macrotis,,
Pteropus_mahaganus,Pteropus_mahaganus,Pteropus_mahaganus,,
Pteropus_mariannus,Pteropus_mariannus,Pteropus_mariannus,,
Pteropus_melanopogon,Pteropus_melanopogon,Pteropus_melanopogon,,
Pteropus_melanotus,Pteropus_melanotus,Pteropus_melanotus,,
Pteropus_molossinus,Pteropus_molossinus,Pteropus_molossinus,,
Pteropus_neohibernicus,Pteropus_neohibernicus,Pteropus_neohibernicus,,
Pteropus_niger,Pteropus_niger,Pteropus_niger,,
Pteropus_nitendiensis,Pteropus_nitendiensis,Pteropus_nitendiensis,,
Pteropus_ocularis,Pteropus_ocularis,Pteropus_ocularis,,
Pteropus_ornatus,Pteropus_ornatus,Pteropus_ornatus,,
Pteropus_pelewensis,Pteropus_pelewensis,Pteropus_pelewensis,,
Pteropus_personatus,Pteropus_personatus,Pteropus_personatus,,
Pteropus_pohlei,Pteropus_pohlei,Pteropus_pohlei,,
Pteropus_poliocephalus,Pteropus_poliocephalus,Pteropus_poliocephalus,,
Pteropus_pselaphon,Pteropus_pselaphon,Pteropus_pselaphon,,
Pteropus_pumilus,Pteropus_pumilus,Pteropus_pumilus,,
Pteropus_rayneri,Pteropus_rayneri,Pteropus_rayneri,,
Pteropus_rennelli,Pteropus_rennelli,Pteropus_rennelli,,
Pteropus_rodricensis,Pteropus_rodricensis,Pteropus_rodricensis,,
Pteropus_rufus,Pteropus_rufus,Pteropus_rufus,,
Pteropus_samoensis,Pteropus_samoensis,Pteropus_samoensis,,
Pteropus_scapulatus,Pteropus_scapulatus,Pteropus_scapulatus,,
Pteropus_seychellensis,Pteropus_seychellensis,Pteropus_seychellensis,,
Pteropus_speciosus,Pteropus_speciosus,Pteropus_speciosus,,
Pteropus_temminckii,Pteropus_temminckii,Pteropus_temminckii,,
Pteropus_tonganus,Pteropus_tonganus,Pteropus_tonganus,,
Pteropus_tuberculatus,Pteropus_tuberculatus,Pteropus_tuberculatus,,
Pteropus_ualanus,Pteropus_ualanus,Pteropus_ualanus,,
Pteropus_vampyrus,Pteropus_vampyrus,Pteropus_vampyrus,,
Pteropus_vetulus,Pteropus_vetulus,Pteropus_vetulus,,
Pteropus_voeltzkowi,Pteropus_voeltzkowi,Pteropus_voeltzkowi,,
Pteropus_woodfordi,Pteropus_woodfordi,Pteropus_woodfordi,,
Ptilocercus_lowii,Ptilocercus_lowii,Ptilocercus_lowii,,
Pudu_mephistophiles,Pudu_mephistophiles,Pudu_mephistophiles,,
Pudu_puda,Pudu_puda,Pudu_puda,,
Puma_concolor,Puma_concolor,Puma_concolor,,
Punomys_kofordi,Punomys_kofordi,Punomys_kofordi,,
Punomys_lemminus,Punomys_lemminus,Punomys_lemminus,,
Pusa_caspica,Pusa_caspica,Pusa_caspica,,
Pusa_hispida,Pusa_hispida,Pusa_hispida,,
Pusa_sibirica,Pusa_sibirica,Pusa_sibirica,,
Pygathrix_cinerea,Pygathrix_cinerea,Pygathrix_cinerea,,
Pygathrix_nemaeus,Pygathrix_nemaeus,Pygathrix_nemaeus,,
Pygathrix_nigripes,Pygathrix_nigripes,Pygathrix_nigripes,,
Pygeretmus_platyurus,Pygeretmus_platyurus,Pygeretmus_platyurus,,
Pygeretmus_pumilio,Pygeretmus_pumilio,Pygeretmus_pumilio,,
Pygeretmus_zhitkovi,Pygeretmus_zhitkovi,Pygeretmus_shitkovi,Typo,
Pygoderma_bilabiatum,Pygoderma_bilabiatum,Pygoderma_bilabiatum,,
Rangifer_tarandus,Rangifer_tarandus,Rangifer_tarandus,,
Raphicerus_campestris,Raphicerus_campestris,Raphicerus_campestris,,
Raphicerus_melanotis,Raphicerus_melanotis,Raphicerus_melanotis,,
Raphicerus_sharpei,Raphicerus_sharpei,Raphicerus_sharpei,,
Rattus_adustus,Rattus_adustus,Rattus_adustus,,
Rattus_andamanensis,Rattus_andamanensis,Rattus_andamanensis,,
Rattus_annandalei,Rattus_annandalei,Rattus_annandalei,,
Rattus_arfakienis,Rattus_arfakienis,Rattus_arfakiensis,Typo,
Rattus_argentiventer,Rattus_argentiventer,Rattus_argentiventer,,
Rattus_arrogans,Rattus_arrogans,Rattus_arrogans,,
Rattus_baluensis,Rattus_baluensis,Rattus_baluensis,,
Rattus_blangorum,Rattus_blangorum,Rattus_blangorum,,
Rattus_bontanus,Rattus_bontanus,Rattus_bontanus,,
Rattus_burrus,Rattus_burrus,Rattus_burrus,,
Rattus_colletti,Rattus_colletti,Rattus_colletti,,
Rattus_elaphinus,Rattus_elaphinus,Rattus_elaphinus,,
Rattus_enganus,Rattus_enganus,Rattus_enganus,,
Rattus_everetti,Rattus_everetti,Rattus_everetti,,
Rattus_exulans,Rattus_exulans,Rattus_exulans,,
Rattus_feliceus,Rattus_feliceus,Rattus_feliceus,,
Rattus_fuscipes,Rattus_fuscipes,Rattus_fuscipes,,
Rattus_giluwensis,Rattus_giluwensis,Rattus_giluwensis,,
Rattus_hainaldi,Rattus_hainaldi,Rattus_hainaldi,,
Rattus_hoffmanni,Rattus_hoffmanni,Rattus_hoffmanni,,
Rattus_hoogerwerfi,Rattus_hoogerwerfi,Rattus_hoogerwerfi,,
Rattus_jobiensis,Rattus_jobiensis,Rattus_jobiensis,,
Rattus_koopmani,Rattus_koopmani,Rattus_koopmani,,
Rattus_korinchi,Rattus_korinchi,Rattus_korinchi,,
Rattus_leucopus,Rattus_leucopus,Rattus_leucopus,,
Rattus_losea,Rattus_losea,Rattus_losea,,
Rattus_lugens,Rattus_lugens,Rattus_lugens,,
Rattus_lutreolus,Rattus_lutreolus,Rattus_lutreolus,,
Rattus_marmosurus,Rattus_marmosurus,Rattus_marmosurus,,
Rattus_mindorensis,Rattus_mindorensis,Rattus_mindorensis,,
Rattus_mollicomulus,Rattus_mollicomulus,Rattus_mollicomulus,,
Rattus_montanus,Rattus_montanus,Rattus_montanus,,
Rattus_mordax,Rattus_mordax,Rattus_mordax,,
Rattus_morotaiensis,Rattus_morotaiensis,Rattus_morotaiensis,,
Rattus_nikenii,Rattus_nikenii,Rattus_praetor,Lump/split,
Rattus_niobe,Rattus_niobe,Rattus_niobe,,
Rattus_nitidus,Rattus_nitidus,Rattus_nitidus,,
Rattus_norvegicus,Rattus_norvegicus,Rattus_norvegicus,,
Rattus_novaeguineae,Rattus_novaeguineae,Rattus_novaeguineae,,
Rattus_omichlodes,Rattus_omichlodes,Rattus_omichlodes,,
Rattus_osgoodi,Rattus_osgoodi,Rattus_osgoodi,,
Rattus_palmarum,Rattus_palmarum,Rattus_palmarum,,
Rattus_pelurus,Rattus_pelurus,Rattus_pelurus,,
Rattus_pococki,Rattus_pococki,Rattus_pococki,,
Rattus_praetor,Rattus_praetor,Rattus_praetor,,
Rattus_pyctoris,Rattus_pyctoris,Rattus_pyctoris,,
Rattus_ranjiniae,Rattus_ranjiniae,Rattus_ranjiniae,,
Rattus_rattus,Rattus_rattus,Rattus_rattus,,
Rattus_richardsoni,Rattus_richardsoni,Rattus_richardsoni,,
Rattus_salocco,Rattus_salocco,Rattus_salocco,,
Rattus_satarae,Rattus_satarae,Rattus_satarae,,
Rattus_simalurensis,Rattus_simalurensis,Rattus_simalurensis,,
Rattus_sordidus,Rattus_sordidus,Rattus_sordidus,,
Rattus_steini,Rattus_steini,Rattus_steini,,
Rattus_stoicus,Rattus_stoicus,Rattus_stoicus,,
Rattus_tanezumi,Rattus_tanezumi,Rattus_tanezumi,,
Rattus_tawitawiensis,Rattus_tawitawiensis,Rattus_tawitawiensis,,
Rattus_timorensis,Rattus_timorensis,Rattus_timorensis,,
Rattus_tiomanicus,Rattus_tiomanicus,Rattus_tiomanicus,,
Rattus_tunneyi,Rattus_tunneyi,Rattus_tunneyi,,
Rattus_vandeuseni,Rattus_vandeuseni,Rattus_vandeuseni,,
Rattus_verecundus,Rattus_verecundus,Rattus_verecundus,,
Rattus_villosissimus,Rattus_villosissimus,Rattus_villosissimus,,
Rattus_xanthurus,Rattus_xanthurus,Rattus_xanthurus,,
Ratufa_affinis,Ratufa_affinis,Ratufa_affinis,,
Ratufa_bicolor,Ratufa_bicolor,Ratufa_bicolor,,
Ratufa_indica,Ratufa_indica,Ratufa_indica,,
Ratufa_macroura,Ratufa_macroura,Ratufa_macroura,,
Redunca_arundinum,Redunca_arundinum,Redunca_arundinum,,
Redunca_fulvorufula,Redunca_fulvorufula,Redunca_fulvorufula,,
Redunca_redunca,Redunca_redunca,Redunca_redunca,,
Reithrodon_auritus,Reithrodon_auritus,Reithrodon_auritus,,
Reithrodon_typicus,Reithrodon_typicus,Reithrodon_typicus,,
Reithrodontomys_bakeri,Reithrodontomys_bakeri,Reithrodontomys_microdon,Recently discovered,
Reithrodontomys_brevirostris,Reithrodontomys_brevirostris,Reithrodontomys_brevirostris,,
Reithrodontomys_burti,Reithrodontomys_burti,Reithrodontomys_burti,,
Reithrodontomys_chrysopsis,Reithrodontomys_chrysopsis,Reithrodontomys_chrysopsis,,
Reithrodontomys_creper,Reithrodontomys_creper,Reithrodontomys_creper,,
Reithrodontomys_darienensis,Reithrodontomys_darienensis,Reithrodontomys_darienensis,,
Reithrodontomys_fulvescens,Reithrodontomys_fulvescens,Reithrodontomys_fulvescens,,
Reithrodontomys_gracilis,Reithrodontomys_gracilis,Reithrodontomys_gracilis,,
Reithrodontomys_hirsutus,Reithrodontomys_hirsutus,Reithrodontomys_hirsutus,,
Reithrodontomys_humulis,Reithrodontomys_humulis,Reithrodontomys_humulis,,
Reithrodontomys_megalotis,Reithrodontomys_megalotis,Reithrodontomys_megalotis,,
Reithrodontomys_mexicanus,Reithrodontomys_mexicanus,Reithrodontomys_mexicanus,,
Reithrodontomys_microdon,Reithrodontomys_microdon,Reithrodontomys_microdon,,
Reithrodontomys_montanus,Reithrodontomys_montanus,Reithrodontomys_montanus,,
Reithrodontomys_paradoxus,Reithrodontomys_paradoxus,Reithrodontomys_paradoxus,,
Reithrodontomys_raviventris,Reithrodontomys_raviventris,Reithrodontomys_raviventris,,
Reithrodontomys_rodriguezi,Reithrodontomys_rodriguezi,Reithrodontomys_rodriguezi,,
Reithrodontomys_spectabilis,Reithrodontomys_spectabilis,Reithrodontomys_spectabilis,,
Reithrodontomys_sumichrasti,Reithrodontomys_sumichrasti,Reithrodontomys_sumichrasti,,
Reithrodontomys_tenuirostris,Reithrodontomys_tenuirostris,Reithrodontomys_tenuirostris,,
Reithrodontomys_zacatecae,Reithrodontomys_zacatecae,Reithrodontomys_zacatecae,,
Rhabdomys_pumilio,Rhabdomys_pumilio,Rhabdomys_pumilio,,
Rhagomys_longilingua,Rhagomys_longilingua,Rhagomys_longilingua,,
Rhagomys_rufescens,Rhagomys_rufescens,Rhagomys_rufescens,,
Rheithrosciurus_macrotis,Rheithrosciurus_macrotis,Rheithrosciurus_macrotis,,
Rheomys_mexicanus,Rheomys_mexicanus,Rheomys_mexicanus,,
Rheomys_raptor,Rheomys_raptor,Rheomys_raptor,,
Rheomys_thomasi,Rheomys_thomasi,Rheomys_thomasi,,
Rheomys_underwoodi,Rheomys_underwoodi,Rheomys_underwoodi,,
Rhinoceros_sondaicus,Rhinoceros_sondaicus,Rhinoceros_sondaicus,,
Rhinoceros_unicornis,Rhinoceros_unicornis,Rhinoceros_unicornis,,
Rhinolophus_acuminatus,Rhinolophus_acuminatus,Rhinolophus_acuminatus,,
Rhinolophus_adami,Rhinolophus_adami,Rhinolophus_adami,,
Rhinolophus_affinis,Rhinolophus_affinis,Rhinolophus_affinis,,
Rhinolophus_alcyone,Rhinolophus_alcyone,Rhinolophus_alcyone,,
Rhinolophus_arcuatus,Rhinolophus_arcuatus,Rhinolophus_arcuatus,,
Rhinolophus_beddomei,Rhinolophus_beddomei,Rhinolophus_beddomei,,
Rhinolophus_belligerator,Rhinolophus_arcuatus,Rhinolophus_arcuatus,Lump/split,Lump/split
Rhinolophus_blasii,Rhinolophus_blasii,Rhinolophus_blasii,,
Rhinolophus_bocharicus,Rhinolophus_bocharicus,Rhinolophus_bocharicus,,
Rhinolophus_borneensis,Rhinolophus_borneensis,Rhinolophus_borneensis,,
Rhinolophus_canuti,Rhinolophus_canuti,Rhinolophus_canuti,,
Rhinolophus_capensis,Rhinolophus_capensis,Rhinolophus_capensis,,
Rhinolophus_celebensis,Rhinolophus_celebensis,Rhinolophus_celebensis,,
Rhinolophus_clivosus,Rhinolophus_clivosus,Rhinolophus_clivosus,,
Rhinolophus_coelophyllus,Rhinolophus_coelophyllus,Rhinolophus_coelophyllus,,
Rhinolophus_cognatus,Rhinolophus_cognatus,Rhinolophus_cognatus,,
Rhinolophus_cohenae,Rhinolophus_cohenae,Rhinolophus_hildebrandtii,Lump/split,
Rhinolophus_convexus,Rhinolophus_convexus,Rhinolophus_convexus,,
Rhinolophus_creaghi,Rhinolophus_creaghi,Rhinolophus_creaghi,,
Rhinolophus_damarensis,Rhinolophus_darlingi,Rhinolophus_darlingi,Lump/split,Lump/split
Rhinolophus_darlingi,Rhinolophus_darlingi,Rhinolophus_darlingi,,
Rhinolophus_deckenii,Rhinolophus_deckenii,Rhinolophus_deckenii,,
Rhinolophus_denti,Rhinolophus_denti,Rhinolophus_denti,,
Rhinolophus_eloquens,Rhinolophus_eloquens,Rhinolophus_eloquens,,
Rhinolophus_euryale,Rhinolophus_euryale,Rhinolophus_euryale,,
Rhinolophus_euryotis,Rhinolophus_euryotis,Rhinolophus_euryotis,,
Rhinolophus_ferrumequinum,Rhinolophus_ferrumequinum,Rhinolophus_ferrumequinum,,
Rhinolophus_formosae,Rhinolophus_formosae,Rhinolophus_formosae,,
Rhinolophus_fumigatus,Rhinolophus_fumigatus,Rhinolophus_fumigatus,,
Rhinolophus_guineensis,Rhinolophus_guineensis,Rhinolophus_guineensis,,
Rhinolophus_hildebrandtii,Rhinolophus_hildebrandtii,Rhinolophus_hildebrandtii,,
Rhinolophus_hilli,Rhinolophus_hilli,Rhinolophus_hilli,,
Rhinolophus_hillorum,Rhinolophus_hillorum,Rhinolophus_hillorum,,
Rhinolophus_hipposideros,Rhinolophus_hipposideros,Rhinolophus_hipposideros,,
Rhinolophus_inops,Rhinolophus_inops,Rhinolophus_inops,,
Rhinolophus_keyensis,Rhinolophus_keyensis,Rhinolophus_keyensis,,
Rhinolophus_landeri,Rhinolophus_landeri,Rhinolophus_landeri,,
Rhinolophus_lepidus,Rhinolophus_lepidus,Rhinolophus_lepidus,,
Rhinolophus_luctus,Rhinolophus_luctus,Rhinolophus_luctus,,
Rhinolophus_maclaudi,Rhinolophus_maclaudi,Rhinolophus_maclaudi,,
Rhinolophus_macrotis,Rhinolophus_macrotis,Rhinolophus_macrotis,,
Rhinolophus_madurensis,Rhinolophus_madurensis,Rhinolophus_madurensis,,
Rhinolophus_maendeleo,Rhinolophus_maendeleo,Rhinolophus_maendeleo,,
Rhinolophus_malayanus,Rhinolophus_malayanus,Rhinolophus_malayanus,,
Rhinolophus_marshalli,Rhinolophus_marshalli,Rhinolophus_marshalli,,
Rhinolophus_mcintyrei,Rhinolophus_arcuatus,Rhinolophus_arcuatus,Lump/split,Lump/split
Rhinolophus_megaphyllus,Rhinolophus_megaphyllus,Rhinolophus_megaphyllus,,
Rhinolophus_mehelyi,Rhinolophus_mehelyi,Rhinolophus_mehelyi,,
Rhinolophus_microglobosus,Rhinolophus_stheno,Rhinolophus_stheno,Lump/split,Lump/split
Rhinolophus_mitratus,Rhinolophus_mitratus,Rhinolophus_mitratus,,
Rhinolophus_montanus,Rhinolophus_montanus,Rhinolophus_montanus,,
Rhinolophus_mossambicus,Rhinolophus_mossambicus,Rhinolophus_hildebrandtii,Lump/split,
Rhinolophus_nereis,Rhinolophus_nereis,Rhinolophus_nereis,,
Rhinolophus_osgoodi,Rhinolophus_osgoodi,Rhinolophus_osgoodi,,
Rhinolophus_paradoxolophus,Rhinolophus_paradoxolophus,Rhinolophus_paradoxolophus,,
Rhinolophus_pearsonii,Rhinolophus_pearsonii,Rhinolophus_pearsonii,,
Rhinolophus_philippinensis,Rhinolophus_philippinensis,Rhinolophus_philippinensis,,
Rhinolophus_proconsulis,Rhinolophus_arcuatus,Rhinolophus_arcuatus,Lump/split,Lump/split
Rhinolophus_pusillus,Rhinolophus_pusillus,Rhinolophus_pusillus,,
Rhinolophus_rex,Rhinolophus_rex,Rhinolophus_rex,,
Rhinolophus_robinsoni,Rhinolophus_robinsoni,Rhinolophus_robinsoni,,
Rhinolophus_rouxii,Rhinolophus_rouxii,Rhinolophus_rouxii,,
Rhinolophus_rufus,Rhinolophus_rufus,Rhinolophus_rufus,,
Rhinolophus_ruwenzorii,Rhinolophus_ruwenzorii,Rhinolophus_ruwenzorii,,
Rhinolophus_sakejiensis,Rhinolophus_sakejiensis,Rhinolophus_sakejiensis,,
Rhinolophus_sedulus,Rhinolophus_sedulus,Rhinolophus_sedulus,,
Rhinolophus_shameli,Rhinolophus_shameli,Rhinolophus_shameli,,
Rhinolophus_shortridgei,Rhinolophus_shortridgei,Rhinolophus_shortridgei,,
Rhinolophus_siamensis,Rhinolophus_siamensis,Rhinolophus_siamensis,,
Rhinolophus_silvestris,Rhinolophus_silvestris,Rhinolophus_silvestris,,
Rhinolophus_simulator,Rhinolophus_simulator,Rhinolophus_simulator,,
Rhinolophus_sinicus,Rhinolophus_sinicus,Rhinolophus_sinicus,,
Rhinolophus_smithersi,Rhinolophus_smithersi,Rhinolophus_hildebrandtii,Lump/split,
Rhinolophus_stheno,Rhinolophus_stheno,Rhinolophus_stheno,,
Rhinolophus_subbadius,Rhinolophus_subbadius,Rhinolophus_subbadius,,
Rhinolophus_subrufus,Rhinolophus_subrufus,Rhinolophus_subrufus,,
Rhinolophus_swinnyi,Rhinolophus_swinnyi,Rhinolophus_swinnyi,,
Rhinolophus_tatar,Rhinolophus_euryotis,Rhinolophus_euryotis,Lump/split,Lump/split
Rhinolophus_thomasi,Rhinolophus_thomasi,Rhinolophus_thomasi,,
Rhinolophus_trifoliatus,Rhinolophus_trifoliatus,Rhinolophus_trifoliatus,,
Rhinolophus_virgo,Rhinolophus_virgo,Rhinolophus_virgo,,
Rhinolophus_xinanzhongguoensis,Rhinolophus_xinanzhongguoensis,Rhinolophus_ferrumequinum,Recently discovered,
Rhinolophus_yunanensis,Rhinolophus_yunanensis,Rhinolophus_yunanensis,,
Rhinolophus_ziama,Rhinolophus_ziama,Rhinolophus_ziama,,
Rhinonicteris_aurantia,Rhinonicteris_aurantia,Rhinonicteris_aurantia,,
Rhinophylla_alethina,Rhinophylla_alethina,Rhinophylla_alethina,,
Rhinophylla_fischerae,Rhinophylla_fischerae,Rhinophylla_fischerae,,
Rhinophylla_pumilio,Rhinophylla_pumilio,Rhinophylla_pumilio,,
Rhinopithecus_avunculus,Rhinopithecus_avunculus,Rhinopithecus_avunculus,,
Rhinopithecus_bieti,Rhinopithecus_bieti,Rhinopithecus_bieti,,
Rhinopithecus_brelichi,Rhinopithecus_brelichi,Rhinopithecus_brelichi,,
Rhinopithecus_roxellana,Rhinopithecus_roxellana,Rhinopithecus_roxellana,,
Rhinopithecus_strykeri,Rhinopithecus_strykeri,Rhinopithecus_bieti,Recently discovered,
Rhinopoma_cystops,Rhinopoma_hardwickii,Rhinopoma_hardwickii,Lump/split,Lump/split
Rhinopoma_hadramauticum,Rhinopoma_hadramauticum,Rhinopoma_muscatellum,Lump/split,
Rhinopoma_hardwickii,Rhinopoma_hardwickii,Rhinopoma_hardwickii,,
Rhinopoma_microphyllum,Rhinopoma_microphyllum,Rhinopoma_microphyllum,,
Rhinopoma_muscatellum,Rhinopoma_muscatellum,Rhinopoma_muscatellum,,
Rhinosciurus_laticaudatus,Rhinosciurus_laticaudatus,Rhinosciurus_laticaudatus,,
Rhipidomys_austrinus,Rhipidomys_austrinus,Rhipidomys_austrinus,,
Rhipidomys_cariri,Rhipidomys_cariri,Rhipidomys_macrurus,Recently discovered,
Rhipidomys_caucensis,Rhipidomys_caucensis,Rhipidomys_caucensis,,
Rhipidomys_couesi,Rhipidomys_couesi,Rhipidomys_couesi,,
Rhipidomys_emiliae,Rhipidomys_emiliae,Rhipidomys_emiliae,,
Rhipidomys_fulviventer,Rhipidomys_fulviventer,Rhipidomys_fulviventer,,
Rhipidomys_gardneri,Rhipidomys_gardneri,Rhipidomys_gardneri,,
Rhipidomys_ipukensis,Rhipidomys_ipukensis,Rhipidomys_emiliae,Recently discovered,
Rhipidomys_itoan,Rhipidomys_itoan,Rhipidomys_leucodactylus,Recently discovered,
Rhipidomys_latimanus,Rhipidomys_latimanus,Rhipidomys_latimanus,,
Rhipidomys_leucodactylus,Rhipidomys_leucodactylus,Rhipidomys_leucodactylus,,
Rhipidomys_macconnelli,Rhipidomys_macconnelli,Rhipidomys_macconnelli,,
Rhipidomys_macrurus,Rhipidomys_macrurus,Rhipidomys_macrurus,,
Rhipidomys_mastacalis,Rhipidomys_mastacalis,Rhipidomys_mastacalis,,
Rhipidomys_modicus,Rhipidomys_modicus,Rhipidomys_modicus,,
Rhipidomys_nitela,Rhipidomys_nitela,Rhipidomys_nitela,,
Rhipidomys_ochrogaster,Rhipidomys_ochrogaster,Rhipidomys_ochrogaster,,
Rhipidomys_tribei,Rhipidomys_tribei,Rhipidomys_leucodactylus,Recently discovered,
Rhipidomys_venezuelae,Rhipidomys_venezuelae,Rhipidomys_venezuelae,,
Rhipidomys_venustus,Rhipidomys_venustus,Rhipidomys_venustus,,
Rhipidomys_wetzeli,Rhipidomys_wetzeli,Rhipidomys_wetzeli,,
Rhizomys_pruinosus,Rhizomys_pruinosus,Rhizomys_pruinosus,,
Rhizomys_sinensis,Rhizomys_sinensis,Rhizomys_sinensis,,
Rhizomys_sumatrensis,Rhizomys_sumatrensis,Rhizomys_sumatrensis,,
Rhogeessa_aeneus,Rhogeessa_aeneus,Rhogeessa_aeneus,,
Rhogeessa_alleni,Rhogeessa_alleni,Rhogeessa_alleni,,
Rhogeessa_bickhami,Rhogeessa_bickhami,Rhogeessa_io,Recently discovered,
Rhogeessa_genowaysi,Rhogeessa_genowaysi,Rhogeessa_genowaysi,,
Rhogeessa_gracilis,Rhogeessa_gracilis,Rhogeessa_gracilis,,
Rhogeessa_hussoni,Rhogeessa_hussoni,Rhogeessa_hussoni,,
Rhogeessa_io,Rhogeessa_io,Rhogeessa_io,,
Rhogeessa_menchuae,Rhogeessa_menchuae,Rhogeessa_tumida,Recently discovered,
Rhogeessa_minutilla,Rhogeessa_minutilla,Rhogeessa_minutilla,,
Rhogeessa_mira,Rhogeessa_mira,Rhogeessa_mira,,
Rhogeessa_parvula,Rhogeessa_parvula,Rhogeessa_parvula,,
Rhogeessa_tumida,Rhogeessa_tumida,Rhogeessa_tumida,,
Rhogeessa_velilla,Rhogeessa_io,Rhogeessa_io,Lump/split,Lump/split
Rhombomys_opimus,Rhombomys_opimus,Rhombomys_opimus,,
Rhynchocyon_chrysopygus,Rhynchocyon_chrysopygus,Rhynchocyon_chrysopygus,,
Rhynchocyon_cirnei,Rhynchocyon_cirnei,Rhynchocyon_cirnei,,
Rhynchocyon_petersi,Rhynchocyon_petersi,Rhynchocyon_petersi,,
Rhynchocyon_udzungwensis,Rhynchocyon_udzungwensis,Rhynchocyon_petersi,Recently discovered,
Rhynchogale_melleri,Rhynchogale_melleri,Rhynchogale_melleri,,
Rhyncholestes_raphanurus,Rhyncholestes_raphanurus,Rhyncholestes_raphanurus,,
Rhynchomeles_prattorum,Rhynchomeles_prattorum,Rhynchomeles_prattorum,,
Rhynchomys_banahao,Rhynchomys_banahao,Rhynchomys_isarogensis,Recently discovered,
Rhynchomys_isarogensis,Rhynchomys_isarogensis,Rhynchomys_isarogensis,,
Rhynchomys_soricoides,Rhynchomys_soricoides,Rhynchomys_soricoides,,
Rhynchomys_tapulao,Rhynchomys_tapulao,Rhynchomys_soricoides,Recently discovered,
Rhynchonycteris_naso,Rhynchonycteris_naso,Rhynchonycteris_naso,,
Romerolagus_diazi,Romerolagus_diazi,Romerolagus_diazi,,
Rousettus_aegyptiacus,Rousettus_aegyptiacus,Rousettus_aegyptiacus,,
Rousettus_amplexicaudatus,Rousettus_amplexicaudatus,Rousettus_amplexicaudatus,,
Rousettus_bidens,Rousettus_bidens,Rousettus_bidens,,
Rousettus_celebensis,Rousettus_celebensis,Rousettus_celebensis,,
Rousettus_lanosus,Rousettus_lanosus,Rousettus_lanosus,,
Rousettus_leschenaultii,Rousettus_leschenaultii,Rousettus_leschenaultii,,
Rousettus_linduensis,Rousettus_linduensis,Rousettus_linduensis,,
Rousettus_madagascariensis,Rousettus_madagascariensis,Rousettus_madagascariensis,,
Rousettus_obliviosus,Rousettus_obliviosus,Rousettus_obliviosus,,
Rousettus_spinalatus,Rousettus_spinalatus,Rousettus_spinalatus,,
Rubrisciurus_rubriventer,Rubrisciurus_rubriventer,Rubrisciurus_rubriventer,,
Rucervus_duvaucelii,Rucervus_duvaucelii,Rucervus_duvaucelii,,
Rucervus_eldii,Rucervus_eldii,Rucervus_eldii,,
Rungwecebus_kipunji,Rungwecebus_kipunji,Lophocebus_aterrimus,Recently discovered,
Rupicapra_pyrenaica,Rupicapra_pyrenaica,Rupicapra_pyrenaica,,
Rupicapra_rupicapra,Rupicapra_rupicapra,Rupicapra_rupicapra,,
Rusa_alfredi,Rusa_alfredi,Rusa_alfredi,,
Rusa_marianna,Rusa_marianna,Rusa_marianna,,
Rusa_timorensis,Rusa_timorensis,Rusa_timorensis,,
Rusa_unicolor,Rusa_unicolor,Rusa_unicolor,,
Ruwenzorisorex_suncoides,Ruwenzorisorex_suncoides,Ruwenzorisorex_suncoides,,
Saccolaimus_flaviventris,Saccolaimus_flaviventris,Saccolaimus_flaviventris,,
Saccolaimus_mixtus,Saccolaimus_mixtus,Saccolaimus_mixtus,,
Saccolaimus_peli,Saccolaimus_peli,Saccolaimus_peli,,
Saccolaimus_saccolaimus,Saccolaimus_saccolaimus,Saccolaimus_saccolaimus,,
Saccopteryx_antioquensis,Saccopteryx_antioquensis,Saccopteryx_antioquensis,,
Saccopteryx_bilineata,Saccopteryx_bilineata,Saccopteryx_bilineata,,
Saccopteryx_canescens,Saccopteryx_canescens,Saccopteryx_canescens,,
Saccopteryx_gymnura,Saccopteryx_gymnura,Saccopteryx_gymnura,,
Saccopteryx_leptura,Saccopteryx_leptura,Saccopteryx_leptura,,
Saccostomus_campestris,Saccostomus_campestris,Saccostomus_campestris,,
Saccostomus_mearnsi,Saccostomus_mearnsi,Saccostomus_mearnsi,,
Saguinus_bicolor,Saguinus_bicolor,Saguinus_bicolor,,
