names_IUCN,names_elton,names_phylo,diff_IUCN_elton,diff_IUCN_phylo
Caprimulgus_pulchellus,Caprimulgus_pulchellus,Caprimulgus_pulchellus,,
Caprimulgus_ruficollis,Caprimulgus_ruficollis,Caprimulgus_ruficollis,,
Caprimulgus_rufigena,Caprimulgus_rufigena,Caprimulgus_rufigena,,
Caprimulgus_solala,Caprimulgus_solala,Caprimulgus_solala,,
Caprimulgus_stellatus,Caprimulgus_stellatus,Caprimulgus_stellatus,,
Caprimulgus_tristigma,Caprimulgus_tristigma,Caprimulgus_tristigma,,
Caprimulgus_vexillarius,Macrodipteryx_vexillarius,Macrodipteryx_vexillarius,New genus,New genus
Capsiempis_flaveola,Capsiempis_flaveola,Capsiempis_flaveola,,
Caracara_cheriway,Caracara_cheriway,Caracara_plancus,,Lump/split
Caracara_lutosa,Caracara_plancus,Caracara_plancus,Lump/split,Lump/split
Caracara_plancus,Caracara_plancus,Caracara_plancus,,
Cardellina_canadensis,Wilsonia_canadensis,Wilsonia_canadensis,New genus,New genus
Cardellina_pusilla,Wilsonia_pusilla,Wilsonia_pusilla,New genus,New genus
Cardellina_rubra,Ergaticus_ruber,Ergaticus_ruber,New genus,New genus
Cardellina_rubrifrons,Cardellina_rubrifrons,Cardellina_rubrifrons,,
Cardellina_versicolor,Ergaticus_versicolor,Ergaticus_versicolor,New genus,New genus
Cardinalis_cardinalis,Cardinalis_cardinalis,Cardinalis_cardinalis,,
Cardinalis_phoeniceus,Cardinalis_phoeniceus,Cardinalis_phoeniceus,,
Cardinalis_sinuatus,Cardinalis_sinuatus,Cardinalis_sinuatus,,
Carduelis_caniceps,Carduelis_carduelis,Carduelis_carduelis,Typo,Typo
Carduelis_carduelis,Carduelis_carduelis,Carduelis_carduelis,,
Carduelis_citrinella,Carduelis_citrinella,Carduelis_citrinella,,
Carduelis_corsicana,Carduelis_corsicana,Carduelis_citrinella,,Lump/split
Cariama_cristata,Cariama_cristata,Cariama_cristata,,
Caridonax_fulgidus,Caridonax_fulgidus,Caridonax_fulgidus,,
Carpococcyx_radiceus,Carpococcyx_radiatus,Carpococcyx_radiatus,Typo,Typo
Carpococcyx_renauldi,Carpococcyx_renauldi,Carpococcyx_renauldi,,
Carpococcyx_viridis,Carpococcyx_viridis,Carpococcyx_viridis,,
Carpodacus_dubius,Carpodacus_thura,Carpodacus_thura,Lump/split,Lump/split
Carpodacus_edwardsii,Carpodacus_edwardsii,Carpodacus_edwardsii,,
Carpodacus_erythrinus,Carpodacus_erythrinus,Carpodacus_erythrinus,,
Carpodacus_ferreorostris,Carpodacus_roseus,Carpodacus_roseus,Extinct,Extinct
Carpodacus_formosanus,Carpodacus_vinaceus,Carpodacus_vinaceus,Lump/split,Lump/split
Carpodacus_pulcherrimus,Carpodacus_pulcherrimus,Carpodacus_pulcherrimus,,
Carpodacus_puniceus,Carpodacus_puniceus,Carpodacus_puniceus,,
Carpodacus_rhodochlamys,Carpodacus_rhodochlamys,Carpodacus_rhodochlamys,,
Carpodacus_roborowskii,Carpodacus_roborowskii,Carpodacus_roborowskii,,
Carpodacus_rodochroa,Carpodacus_rodochroa,Carpodacus_rodochroa,,
Carpodacus_rodopeplus,Carpodacus_rodopeplus,Carpodacus_rodopeplus,,
Carpodacus_roseus,Carpodacus_roseus,Carpodacus_roseus,,
Carpodacus_rubicilla,Carpodacus_rubicilla,Carpodacus_rubicilla,,
Carpodacus_rubicilloides,Carpodacus_rubicilloides,Carpodacus_rubicilloides,,
Carpodacus_sibiricus,Uragus_sibiricus,Uragus_sibiricus,New genus,New genus
Carpodacus_sillemi,Leucosticte_sillemi,Leucosticte_sillemi,New genus,New genus
Carpodacus_sipahi,Haematospiza_sipahi,Haematospiza_sipahi,New genus,New genus
Carpodacus_stoliczkae,Carpodacus_synoicus,Carpodacus_synoicus,Lump/split,Lump/split
Carpodacus_subhimachalus,Pinicola_subhimachala,Pinicola_subhimachala,New genus,New genus
Carpodacus_synoicus,Carpodacus_synoicus,Carpodacus_synoicus,,
Carpodacus_thura,Carpodacus_thura,Carpodacus_thura,,
Carpodacus_trifasciatus,Carpodacus_trifasciatus,Carpodacus_trifasciatus,,
Carpodacus_verreauxii,Carpodacus_rodopeplus,Carpodacus_rodopeplus,Lump/split,Lump/split
Carpodacus_vinaceus,Carpodacus_vinaceus,Carpodacus_vinaceus,,
Carpodacus_waltoni,Carpodacus_eos,Carpodacus_eos,Lump/split,Lump/split
Carpodectes_antoniae,Carpodectes_antoniae,Carpodectes_antoniae,,
Carpodectes_hopkei,Carpodectes_hopkei,Carpodectes_hopkei,,
Carpodectes_nitidus,Carpodectes_nitidus,Carpodectes_nitidus,,
Carpornis_cucullata,Carpornis_cucullata,Carpornis_cucullata,,
Carpornis_melanocephala,Carpornis_melanocephala,Carpornis_melanocephala,,
Carpospiza_brachydactyla,Petronia_brachydactyla,Petronia_brachydactyla,New genus,New genus
Carterornis_castus,Monarcha_castus,Monarcha_pileatus,New genus,Lump/split
Carterornis_chrysomela,Monarcha_chrysomela,Monarcha_chrysomela,New genus,New genus
Carterornis_leucotis,Monarcha_leucotis,Monarcha_leucotis,New genus,New genus
Carterornis_pileatus,Monarcha_pileatus,Monarcha_pileatus,New genus,New genus
Caryothraustes_canadensis,Caryothraustes_canadensis,Caryothraustes_canadensis,,
Caryothraustes_celaeno,Rhodothraupis_celaeno,Rhodothraupis_celaeno,New genus,New genus
Caryothraustes_erythromelas,Periporphyrus_erythromelas,Periporphyrus_erythromelas,New genus,New genus
Caryothraustes_poliogaster,Caryothraustes_poliogaster,Caryothraustes_poliogaster,,
Casiornis_fuscus,Casiornis_fuscus,Casiornis_fuscus,,
Casiornis_rufus,Casiornis_rufus,Casiornis_rufus,,
Cassiculus_melanicterus,Cacicus_melanicterus,Cacicus_melanicterus,New genus,New genus
Castanozoster_thoracicus,Poospiza_thoracica,Poospiza_thoracica,New genus,New genus
Casuarius_bennetti,Casuarius_bennetti,Casuarius_bennetti,,
Casuarius_casuarius,Casuarius_casuarius,Casuarius_casuarius,,
Casuarius_unappendiculatus,Casuarius_unappendiculatus,Casuarius_unappendiculatus,,
Catamblyrhynchus_diadema,Catamblyrhynchus_diadema,Catamblyrhynchus_diadema,,
Catamenia_analis,Catamenia_analis,Catamenia_analis,,
Catamenia_homochroa,Catamenia_homochroa,Catamenia_homochroa,,
Catamenia_inornata,Catamenia_inornata,Catamenia_inornata,,
Cataponera_turdoides,Cataponera_turdoides,Cataponera_turdoides,,
Catharacta_antarctica,Catharacta_antarctica,Catharacta_antarctica,,
Catharacta_chilensis,Catharacta_chilensis,Catharacta_chilensis,,
Catharacta_maccormicki,Catharacta_maccormicki,Catharacta_maccormicki,,
Catharacta_skua,Catharacta_skua,Catharacta_skua,,
Catharopeza_bishopi,Catharopeza_bishopi,Catharopeza_bishopi,,
Cathartes_aura,Cathartes_aura,Cathartes_aura,,
Cathartes_burrovianus,Cathartes_burrovianus,Cathartes_burrovianus,,
Cathartes_melambrotus,Cathartes_melambrotus,Cathartes_melambrotus,,
Catharus_aurantiirostris,Catharus_aurantiirostris,Catharus_aurantiirostris,,
Catharus_bicknelli,Catharus_bicknelli,Catharus_bicknelli,,
Catharus_dryas,Catharus_dryas,Catharus_dryas,,
Catharus_frantzii,Catharus_frantzii,Catharus_frantzii,,
Catharus_fuscater,Catharus_fuscater,Catharus_fuscater,,
Catharus_fuscescens,Catharus_fuscescens,Catharus_fuscescens,,
Catharus_gracilirostris,Catharus_gracilirostris,Catharus_gracilirostris,,
Catharus_guttatus,Catharus_guttatus,Catharus_guttatus,,
Catharus_mexicanus,Catharus_mexicanus,Catharus_mexicanus,,
Catharus_minimus,Catharus_minimus,Catharus_minimus,,
Catharus_occidentalis,Catharus_occidentalis,Catharus_occidentalis,,
Catharus_swainsoni,Catharus_ustulatus,Catharus_ustulatus,Lump/split,Lump/split
Catharus_ustulatus,Catharus_ustulatus,Catharus_ustulatus,,
Catherpes_mexicanus,Catherpes_mexicanus,Catherpes_mexicanus,,
Catreus_wallichii,Catreus_wallichi,Catreus_wallichi,Typo,Typo
Ceblepyris_caesius,Coracina_caesia,Coracina_caesia,New genus,New genus
Ceblepyris_cinereus,Coracina_cinerea,Coracina_cinerea,New genus,New genus
Ceblepyris_cucullatus,Coracina_cinerea,Coracina_cinerea,Lump/split,Lump/split
Ceblepyris_graueri,Coracina_graueri,Coracina_graueri,New genus,New genus
Ceblepyris_pectoralis,Coracina_pectoralis,Coracina_pectoralis,New genus,New genus
Cecropis_abyssinica,Hirundo_abyssinica,Hirundo_abyssinica,New genus,New genus
Cecropis_cucullata,Hirundo_cucullata,Hirundo_cucullata,New genus,New genus
Cecropis_daurica,Hirundo_daurica,Hirundo_daurica,New genus,New genus
Cecropis_hyperythra,Hirundo_daurica,Hirundo_daurica,Lump/split,Lump/split
Cecropis_semirufa,Hirundo_semirufa,Hirundo_semirufa,New genus,New genus
Cecropis_senegalensis,Hirundo_senegalensis,Hirundo_senegalensis,New genus,New genus
Celebesica_abbotti,Coracina_abbotti,Coracina_abbotti,New genus,New genus
Celeus_castaneus,Celeus_castaneus,Celeus_castaneus,,
Celeus_elegans,Celeus_elegans,Celeus_elegans,,
Celeus_flavescens,Celeus_flavescens,Celeus_flavescens,,
Celeus_flavus,Celeus_flavus,Celeus_flavus,,
Celeus_grammicus,Celeus_grammicus,Celeus_grammicus,,
Celeus_loricatus,Celeus_loricatus,Celeus_loricatus,,
Celeus_lugubris,Celeus_lugubris,Celeus_lugubris,,
Celeus_obrieni,Celeus_obrieni,Celeus_spectabilis,,Lump/split
Celeus_occidentalis,Celeus_torquatus,Celeus_torquatus,Lump/split,Lump/split
Celeus_ochraceus,Celeus_flavescens,Celeus_flavescens,Lump/split,Lump/split
Celeus_spectabilis,Celeus_spectabilis,Celeus_spectabilis,,
Celeus_tinnunculus,Celeus_torquatus,Celeus_torquatus,Lump/split,Lump/split
Celeus_torquatus,Celeus_torquatus,Celeus_torquatus,,
Celeus_undatus,Celeus_undatus,Celeus_undatus,,
Centrocercus_minimus,Centrocercus_minimus,Centrocercus_urophasianus,,Lump/split
Centrocercus_urophasianus,Centrocercus_urophasianus,Centrocercus_urophasianus,,
Centropus_andamanensis,Centropus_andamanensis,Centropus_andamanensis,,
Centropus_anselli,Centropus_anselli,Centropus_anselli,,
Centropus_ateralbus,Centropus_ateralbus,Centropus_ateralbus,,
Centropus_bengalensis,Centropus_bengalensis,Centropus_bengalensis,,
Centropus_bernsteini,Centropus_bernsteini,Centropus_bernsteini,,
Centropus_celebensis,Centropus_celebensis,Centropus_celebensis,,
Centropus_chalybeus,Centropus_chalybeus,Centropus_chalybeus,,
Centropus_chlororhynchos,Centropus_chlororhynchus,Centropus_chlororhynchus,Typo,Typo
Centropus_cupreicaudus,Centropus_cupreicaudus,Centropus_cupreicaudus,,
Centropus_goliath,Centropus_goliath,Centropus_goliath,,
Centropus_grillii,Centropus_grillii,Centropus_grillii,,
Centropus_leucogaster,Centropus_leucogaster,Centropus_leucogaster,,
Centropus_melanops,Centropus_melanops,Centropus_melanops,,
Centropus_menbeki,Centropus_menbeki,Centropus_menbeki,,
Centropus_milo,Centropus_milo,Centropus_milo,,
Centropus_monachus,Centropus_monachus,Centropus_monachus,,
Centropus_nigrorufus,Centropus_nigrorufus,Centropus_nigrorufus,,
Centropus_phasianinus,Centropus_phasianinus,Centropus_phasianinus,,
Centropus_rectunguis,Centropus_rectunguis,Centropus_rectunguis,,
Centropus_senegalensis,Centropus_senegalensis,Centropus_senegalensis,,
Centropus_sinensis,Centropus_sinensis,Centropus_sinensis,,
Centropus_spilopterus,Centropus_spilopterus,Centropus_spilopterus,,
Centropus_steerii,Centropus_steerii,Centropus_steerii,,
Centropus_superciliosus,Centropus_superciliosus,Centropus_superciliosus,,
Centropus_toulou,Centropus_toulou,Centropus_toulou,,
Centropus_unirufus,Centropus_unirufus,Centropus_unirufus,,
Centropus_violaceus,Centropus_violaceus,Centropus_violaceus,,
Centropus_viridis,Centropus_viridis,Centropus_viridis,,
Cephalopterus_glabricollis,Cephalopterus_glabricollis,Cephalopterus_glabricollis,,
Cephalopterus_ornatus,Cephalopterus_ornatus,Cephalopterus_ornatus,,
Cephalopterus_penduliger,Cephalopterus_penduliger,Cephalopterus_penduliger,,
Cephalopyrus_flammiceps,Cephalopyrus_flammiceps,Cephalopyrus_flammiceps,,
Cepphus_carbo,Cepphus_carbo,Cepphus_carbo,,
Cepphus_columba,Cepphus_columba,Cepphus_columba,,
Cepphus_grylle,Cepphus_grylle,Cepphus_grylle,,
Cerasophila_thompsoni,Hypsipetes_thompsoni,Hypsipetes_thompsoni,New genus,New genus
Ceratogymna_atrata,Ceratogymna_atrata,Ceratogymna_atrata,,
Ceratogymna_elata,Ceratogymna_elata,Ceratogymna_elata,,
Ceratopipra_chloromeros,Pipra_chloromeros,Pipra_chloromeros,New genus,New genus
Ceratopipra_cornuta,Pipra_cornuta,Pipra_cornuta,New genus,New genus
Ceratopipra_erythrocephala,Pipra_erythrocephala,Pipra_erythrocephala,New genus,New genus
Ceratopipra_mentalis,Pipra_mentalis,Pipra_mentalis,New genus,New genus
Ceratopipra_rubrocapilla,Pipra_rubrocapilla,Pipra_rubrocapilla,New genus,New genus
Cercibis_oxycerca,Cercibis_oxycerca,Cercibis_oxycerca,,
Cercococcyx_mechowi,Cercococcyx_mechowi,Cercococcyx_mechowi,,
Cercococcyx_montanus,Cercococcyx_montanus,Cercococcyx_montanus,,
Cercococcyx_olivinus,Cercococcyx_olivinus,Cercococcyx_olivinus,,
Cercomacra_brasiliana,Cercomacra_brasiliana,Cercomacra_brasiliana,,
Cercomacra_carbonaria,Cercomacra_carbonaria,Cercomacra_carbonaria,,
Cercomacra_cinerascens,Cercomacra_cinerascens,Cercomacra_cinerascens,,
Cercomacra_ferdinandi,Cercomacra_ferdinandi,Cercomacra_ferdinandi,,
Cercomacra_manu,Cercomacra_manu,Cercomacra_manu,,
Cercomacra_melanaria,Cercomacra_melanaria,Cercomacra_melanaria,,
Cercomacra_nigricans,Cercomacra_nigricans,Cercomacra_nigricans,,
Cercomacroides_fuscicauda,Cercomacra_nigrescens,Cercomacra_nigrescens,Lump/split,Lump/split
Cercomacroides_laeta,Cercomacra_laeta,Cercomacra_tyrannina,New genus,Lump/split
Cercomacroides_nigrescens,Cercomacra_nigrescens,Cercomacra_nigrescens,New genus,New genus
Cercomacroides_parkeri,Cercomacra_parkeri,Cercomacra_parkeri,New genus,New genus
Cercomacroides_serva,Cercomacra_serva,Cercomacra_serva,New genus,New genus
Cercomacroides_tyrannina,Cercomacra_tyrannina,Cercomacra_tyrannina,New genus,New genus
Cercotrichas_galactotes,Erythropygia_galactotes,Erythropygia_galactotes,New genus,New genus
Cercotrichas_hartlaubi,Erythropygia_hartlaubi,Erythropygia_hartlaubi,New genus,New genus
Cercotrichas_leucophrys,Erythropygia_leucophrys,Erythropygia_leucophrys,New genus,New genus
Cercotrichas_paena,Erythropygia_paena,Erythropygia_paena,New genus,New genus
Cercotrichas_podobe,Cercotrichas_podobe,Cercotrichas_podobe,,
Cereopsis_novaehollandiae,Cereopsis_novaehollandiae,Cereopsis_novaehollandiae,,
Cerorhinca_monocerata,Cerorhinca_monocerata,Cerorhinca_monocerata,,
Certhia_americana,Certhia_americana,Certhia_americana,,
Certhia_brachydactyla,Certhia_brachydactyla,Certhia_brachydactyla,,
Certhia_discolor,Certhia_discolor,Certhia_discolor,,
Certhia_familiaris,Certhia_familiaris,Certhia_familiaris,,
Certhia_himalayana,Certhia_himalayana,Certhia_himalayana,,
Certhia_hodgsoni,Certhia_hodgsoni,Certhia_familiaris,,Lump/split
Certhia_manipurensis,Certhia_manipurensis,Certhia_discolor,,Lump/split
Certhia_nipalensis,Certhia_nipalensis,Certhia_nipalensis,,
Certhia_tianquanensis,Certhia_tianquanensis,Certhia_familiaris,,Lump/split
Certhiasomus_stictolaemus,Deconychura_stictolaema,Deconychura_stictolaema,New genus,New genus
Certhiaxis_cinnamomeus,Certhiaxis_cinnamomeus,Certhiaxis_cinnamomeus,,
Certhiaxis_mustelinus,Certhiaxis_mustelinus,Certhiaxis_mustelinus,,
Certhidea_fusca,Certhidea_olivacea,Certhidea_olivacea,Lump/split,Lump/split
Certhidea_olivacea,Certhidea_olivacea,Certhidea_olivacea,,
Certhilauda_chuana,Certhilauda_chuana,Certhilauda_chuana,,
Certhilauda_curvirostris,Certhilauda_curvirostris,Certhilauda_curvirostris,,
Certhilauda_semitorquata,Certhilauda_semitorquata,Certhilauda_semitorquata,,
Certhilauda_subcoronata,Certhilauda_subcoronata,Certhilauda_subcoronata,,
Certhionyx_variegatus,Certhionyx_variegatus,Certhionyx_variegatus,,
Ceryle_rudis,Ceryle_rudis,Ceryle_rudis,,
Cettia_brunnifrons,Cettia_brunnifrons,Cettia_brunnifrons,,
Cettia_castaneocoronata,Tesia_castaneocoronata,Tesia_castaneocoronata,New genus,New genus
Cettia_cetti,Cettia_cetti,Cettia_cetti,,
Cettia_major,Cettia_major,Cettia_major,,
Ceuthmochares_aereus,Ceuthmochares_aereus,Ceuthmochares_aereus,,
Ceuthmochares_australis,Ceuthmochares_aereus,Ceuthmochares_aereus,Lump/split,Lump/split
Ceyx_argentatus,Alcedo_argentata,Alcedo_argentata,New genus,New genus
Ceyx_azureus,Alcedo_azurea,Alcedo_azurea,New genus,New genus
Ceyx_cajeli,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_collectoris,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_cyanopectus,Alcedo_cyanopectus,Alcedo_cyanopectus,New genus,New genus
Ceyx_dispar,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_erithaca,Ceyx_erithaca,Ceyx_erithaca,,
Ceyx_fallax,Ceyx_fallax,Ceyx_fallax,,
Ceyx_flumenicola,Alcedo_argentata,Alcedo_argentata,Lump/split,Lump/split
Ceyx_gentianus,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_lepidus,Ceyx_lepidus,Ceyx_lepidus,,
Ceyx_margarethae,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_meeki,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_melanurus,Ceyx_melanurus,Ceyx_melanurus,,
Ceyx_mindanensis,Ceyx_melanurus,Ceyx_melanurus,Lump/split,Lump/split
Ceyx_mulcatus,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_nigrirostris,Alcedo_cyanopectus,Alcedo_cyanopectus,Lump/split,Lump/split
Ceyx_nigromaxilla,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_pusillus,Alcedo_pusilla,Alcedo_pusilla,New genus,New genus
Ceyx_sacerdotis,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_sangirensis,Ceyx_fallax,Ceyx_fallax,Lump/split,Lump/split
Ceyx_solitarius,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_wallacii,Ceyx_lepidus,Ceyx_lepidus,Lump/split,Lump/split
Ceyx_websteri,Alcedo_websteri,Alcedo_websteri,New genus,New genus
Chaetocercus_astreans,Chaetocercus_astreans,Chaetocercus_astreans,,
Chaetocercus_berlepschi,Chaetocercus_berlepschi,Chaetocercus_berlepschi,,
Chaetocercus_bombus,Chaetocercus_bombus,Chaetocercus_bombus,,
Chaetocercus_heliodor,Chaetocercus_heliodor,Chaetocercus_heliodor,,
Chaetocercus_jourdanii,Chaetocercus_jourdanii,Chaetocercus_jourdanii,,
Chaetocercus_mulsant,Chaetocercus_mulsant,Chaetocercus_mulsant,,
Chaetops_aurantius,Chaetops_aurantius,Chaetops_aurantius,,
Chaetops_frenatus,Chaetops_frenatus,Chaetops_frenatus,,
Chaetoptila_angustipluma,Hypocolius_ampelinus,Hypocolius_ampelinus,Extinct,Extinct
Chaetorhynchus_papuensis,Chaetorhynchus_papuensis,Chaetorhynchus_papuensis,,
Chaetornis_striata,Chaetornis_striata,Chaetornis_striata,,
Chaetura_brachyura,Chaetura_brachyura,Chaetura_brachyura,,
Chaetura_chapmani,Chaetura_chapmani,Chaetura_chapmani,,
Chaetura_cinereiventris,Chaetura_cinereiventris,Chaetura_cinereiventris,,
Chaetura_egregia,Chaetura_egregia,Chaetura_egregia,,
Chaetura_fumosa,Chaetura_fumosa,Chaetura_spinicaudus,,Lump/split
Chaetura_martinica,Chaetura_martinica,Chaetura_martinica,,
Chaetura_meridionalis,Chaetura_meridionalis,Chaetura_vauxi,,Lump/split
Chaetura_pelagica,Chaetura_pelagica,Chaetura_pelagica,,
Chaetura_spinicaudus,Chaetura_spinicaudus,Chaetura_spinicaudus,,
Chaetura_vauxi,Chaetura_vauxi,Chaetura_vauxi,,
Chalcites_basalis,Chrysococcyx_basalis,Chrysococcyx_basalis,New genus,New genus
Chalcites_crassirostris,Chrysococcyx_crassirostris,Chrysococcyx_crassirostris,New genus,New genus
Chalcites_lucidus,Chrysococcyx_lucidus,Chrysococcyx_lucidus,New genus,New genus
Chalcites_megarhynchus,Rhamphomantis_megarhynchus,Rhamphomantis_megarhynchus,New genus,New genus
Chalcites_meyerii,Chrysococcyx_meyeri,Chrysococcyx_meyeri,New genus,New genus
Chalcites_minutillus,Chrysococcyx_minutillus,Chrysococcyx_minutillus,New genus,New genus
Chalcites_osculans,Chrysococcyx_osculans,Chrysococcyx_osculans,New genus,New genus
Chalcites_ruficollis,Chrysococcyx_ruficollis,Chrysococcyx_lucidus,New genus,Missing
Chalcomitra_adelberti,Nectarinia_adelberti,Nectarinia_adelberti,New genus,New genus
Chalcomitra_amethystina,Nectarinia_amethystina,Nectarinia_amethystina,New genus,New genus
Chalcomitra_balfouri,Nectarinia_balfouri,Nectarinia_balfouri,New genus,New genus
Chalcomitra_fuliginosa,Nectarinia_fuliginosa,Nectarinia_fuliginosa,New genus,New genus
Chalcomitra_hunteri,Nectarinia_hunteri,Nectarinia_hunteri,New genus,New genus
Chalcomitra_rubescens,Nectarinia_rubescens,Nectarinia_rubescens,New genus,New genus
Chalcomitra_senegalensis,Nectarinia_senegalensis,Nectarinia_senegalensis,New genus,New genus
Chalcoparia_singalensis,Anthreptes_singalensis,Anthreptes_singalensis,New genus,New genus
Chalcophaps_indica,Chalcophaps_indica,Chalcophaps_indica,,
Chalcophaps_longirostris,Chalcophaps_indica,Chalcophaps_indica,Lump/split,Lump/split
Chalcophaps_stephani,Chalcophaps_stephani,Chalcophaps_stephani,,
Chalcopsitta_atra,Chalcopsitta_atra,Chalcopsitta_atra,,
Chalcopsitta_cardinalis,Chalcopsitta_cardinalis,Chalcopsitta_cardinalis,,
Chalcopsitta_duivenbodei,Chalcopsitta_duivenbodei,Chalcopsitta_duivenbodei,,
Chalcopsitta_scintillata,Chalcopsitta_sintillata,Chalcopsitta_sintillata,Typo,Typo
Chalcostigma_herrani,Chalcostigma_herrani,Chalcostigma_herrani,,
Chalcostigma_heteropogon,Chalcostigma_heteropogon,Chalcostigma_heteropogon,,
Chalcostigma_olivaceum,Chalcostigma_olivaceum,Chalcostigma_olivaceum,,
Chalcostigma_ruficeps,Chalcostigma_ruficeps,Chalcostigma_ruficeps,,
Chalcostigma_stanleyi,Chalcostigma_stanleyi,Chalcostigma_stanleyi,,
Chalybura_buffonii,Chalybura_buffonii,Chalybura_buffonii,,
Chalybura_urochrysia,Chalybura_urochrysia,Chalybura_urochrysia,,
Chamaea_fasciata,Chamaea_fasciata,Chamaea_fasciata,,
Chamaepetes_goudotii,Chamaepetes_goudotii,Chamaepetes_goudotii,,
Chamaepetes_unicolor,Chamaepetes_unicolor,Chamaepetes_unicolor,,
Chamaetylas_choloensis,Alethe_choloensis,Alethe_choloensis,New genus,New genus
